pH,Temperature,Turbidity,Dissolved_Oxygen,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.7,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,14.2,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,12.5,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,14,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,11,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,13.9,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,11.3,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.4,9.3,11.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,12.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,12.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,12.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,13,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,13,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,12.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,12.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.4,9.2,11.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,13.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,14.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,13.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,13.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,14.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,15.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,14.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,15,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,15,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,15.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,15,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,16,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,16,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,11.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,11.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,11.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,11.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.2,12,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,13.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,14.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,15.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,10.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,9.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,9.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,9.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,10.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,10.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,10.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,10.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.3,11,,,,,,,,,,,,,,,,,,,,,,
7.2,9.3,11.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,11.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.3,12.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.2,9.5,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,15,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,10.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,11.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,11.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,10.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,11.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,11.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,10.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,10.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.3,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.2,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.8,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,10.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,11.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,10.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,12,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.1,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,12.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,14,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.6,13.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.9,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.3,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.7,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.5,14.4,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.8,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.2,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.6,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.5,11,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.6,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.1,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,13.4,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,12.5,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.9,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.7,11.1,,,,,,,,,,,,,,,,,,,,,,
7.3,9.4,11.3,11.1,,,,,,,,,,,,,,,,,,,,,,
